Muestra,IRRADIANCE [W/m^2],TEMPERATURE [°C],ZENITH [deg],AZIMUTH [deg],ALBEDO,Vmpp,Impp,Pmpp,Fill Factor,Eficiencia
2021_23_09_10_06,0,13.5,103,-88,0.14,15.96,1.16,18.53,0.75105,2
2021_23_09_10_08,0,13.5,102,-88,0.14,15.97,1.10,17.55,0.75310,2
2021_23_09_10_11,0,13.5,102,-88,0.14,15.96,1.03,16.36,0.75805,2
2021_23_09_10_13,0,13.5,100,-88,0.14,15.97,0.93,14.84,0.76419,2
2021_23_09_10_15,0,13.5,100,-88,0.14,15.97,0.86,13.80,0.76204,2
2021_23_09_10_18,0,13.5,99,-89,0.14,15.97,0.85,13.51,0.76072,2
2021_23_09_10_20,0,13.5,99,-89,0.14,16.47,0.82,13.51,0.76149,2
2021_23_09_10_22,0,13.5,99,-89,0.14,16.47,0.82,13.47,0.76141,2
2021_23_09_10_25,0,13.5,98,-89,0.14,16.47,0.81,13.37,0.76196,2
2021_23_09_10_27,0,13.5,98,-89,0.14,16.47,0.80,13.23,0.76386,2
2021_23_09_10_30,0,13.5,97,-89,0.14,16.47,0.79,12.93,0.76821,3
2021_23_09_10_32,0,13.5,97,-89,0.14,16.47,0.77,12.68,0.76576,3
2021_23_09_10_34,0,13.5,95,-89,0.14,16.47,0.79,12.98,0.75926,2
2021_23_09_10_37,0,13.5,95,-89,0.14,16.47,0.85,13.98,0.75232,2
2021_23_09_10_39,0,13.5,94,-89,0.14,16.47,0.96,15.86,0.74673,2
2021_23_09_10_42,0,13.5,94,-89,0.14,16.47,1.11,18.25,0.74564,2
2021_23_09_10_44,0,13.4,93,-89,0.14,16.47,1.23,20.31,0.74671,2
2021_23_09_10_46,0,13.4,93,-89,0.14,16.47,1.31,21.61,0.74933,2
2021_23_09_10_49,0,13.4,92,-89,0.14,16.47,1.36,22.43,0.74930,2
2021_23_09_10_51,0,13.4,92,-89,0.14,16.47,1.39,22.81,0.74797,2
2021_23_09_10_58,0,13.4,90,-89,0.14,15.97,1.40,22.29,0.74626,2
2021_23_09_11_03,7,13.4,88,-90,0.14,15.96,1.54,24.51,0.73605,1
2021_23_09_11_05,7,13.4,88,-90,0.14,15.97,1.71,27.26,0.73411,1
2021_23_09_11_10,20,13.4,87,-90,0.14,15.96,1.83,29.19,0.72907,1
2021_23_09_11_17,35,13.5,85,-90,0.14,15.45,2.19,33.79,0.71580,1
2021_23_09_11_19,47,13.5,84,-90,0.14,15.46,2.23,34.54,0.70767,1
2021_23_09_11_22,47,13.5,84,-90,0.14,15.46,2.24,34.60,0.71143,1
2021_23_09_11_24,58,13.5,83,-90,0.14,15.46,2.35,36.32,0.70909,1
2021_23_09_11_26,58,13.5,83,-90,0.14,14.96,2.66,39.72,0.68853,0
2021_23_09_11_31,72,13.5,82,-90,0.14,14.96,2.50,37.46,0.70474,1
2021_23_09_11_36,86,13.5,80,-91,0.14,13.96,4.52,63.10,0.63633,0
2021_23_09_11_38,97,13.6,79,-91,0.14,14.96,2.54,37.94,0.71027,1
2021_23_09_11_45,107,13.6,78,-91,0.14,14.96,2.10,31.39,0.70527,1
2021_23_09_11_48,121,13.6,77,-91,0.14,14.46,3.54,51.15,0.67658,0
2021_23_09_11_50,121,13.6,77,-91,0.14,14.96,2.59,38.76,0.72150,1
2021_23_09_11_52,121,13.6,77,-91,0.14,14.96,2.23,33.35,0.70028,1
2021_23_09_11_55,136,13.6,75,-91,0.14,14.96,2.26,33.76,0.70516,1
2021_23_09_11_57,136,13.6,75,-91,0.14,14.96,2.10,31.40,0.72742,1
2021_23_09_11_59,136,13.6,75,-91,0.14,15.45,1.77,27.38,0.72221,1
2021_23_09_12_04,161,13.7,73,-91,0.14,15.45,2.21,34.21,0.70156,1
2021_23_09_12_06,161,13.7,73,-91,0.14,15.46,2.50,38.68,0.71119,1
2021_23_09_12_11,174,13.7,72,-92,0.14,15.45,1.81,27.92,0.71794,1
2021_23_09_12_13,187,13.7,70,-92,0.14,14.96,2.52,37.65,0.65729,0
2021_23_09_12_18,197,13.7,69,-92,0.14,15.45,1.31,20.21,0.74718,2
2021_23_09_12_20,197,13.7,69,-92,0.14,15.45,1.11,17.21,0.74882,2
2021_23_09_12_23,207,13.8,68,-92,0.14,15.96,0.93,14.84,0.75386,2
2021_23_09_12_25,207,13.8,68,-92,0.14,15.96,0.82,13.15,0.75471,2
2021_23_09_12_28,226,13.8,67,-92,0.14,15.96,0.72,11.44,0.75821,2
2021_23_09_12_30,226,13.8,67,-92,0.14,15.96,0.62,9.93,0.75544,2
2021_23_09_12_32,226,13.8,67,-92,0.14,15.96,0.56,8.97,0.75680,2
2021_23_09_12_35,249,13.8,66,-92,0.14,15.96,0.52,8.30,0.75450,2
2021_23_09_12_37,249,13.8,66,-92,0.14,15.97,0.52,8.35,0.75080,2
2021_23_09_12_39,275,13.8,64,-93,0.14,15.96,0.60,9.53,0.74226,1
2021_23_09_12_42,275,13.8,64,-93,0.14,16.47,0.75,12.39,0.73866,1
2021_23_09_12_44,302,13.9,63,-93,0.14,16.47,1.00,16.44,0.73319,1
2021_23_09_12_46,302,13.9,63,-93,0.14,16.47,1.31,21.54,0.72960,1
2021_23_09_12_49,331,13.9,62,-93,0.14,15.96,1.91,30.45,0.67386,0
2021_23_09_12_53,361,13.9,61,-93,0.14,15.45,1.62,25.08,0.75399,2
2021_23_09_12_56,361,13.9,61,-93,0.14,15.45,1.14,17.63,0.77776,3
2021_23_09_13_00,390,13.9,59,-93,0.14,15.97,0.74,11.82,0.75694,2
2021_23_09_13_03,421,14,58,-93,0.14,15.97,0.73,11.69,0.76733,3
2021_23_09_13_07,421,14,58,-93,0.14,15.97,1.01,16.13,0.73610,1
2021_23_09_13_10,461,14,57,-94,0.14,15.96,1.15,18.39,0.76301,2
2021_23_09_13_12,461,14,57,-94,0.14,15.96,0.99,15.75,0.76934,3
2021_23_09_13_15,504,14.1,56,-94,0.14,15.96,0.81,12.88,0.77592,3
2021_23_09_13_17,504,14.1,56,-94,0.14,15.96,0.59,9.42,0.76791,3
2021_23_09_13_19,530,14.1,54,-94,0.14,15.96,0.56,8.89,0.75203,2
2021_23_09_13_22,530,14.1,54,-94,0.14,15.97,0.62,9.95,0.74985,2
2021_23_09_13_24,552,14.2,53,-94,0.14,15.97,0.67,10.62,0.75132,2
2021_23_09_13_26,552,14.2,53,-94,0.14,15.96,0.66,10.60,0.76115,2
2021_23_09_13_29,572,14.2,52,-94,0.14,15.97,0.60,9.57,0.76291,2
2021_23_09_13_31,572,14.2,52,-94,0.14,15.97,0.51,8.11,0.76467,2
2021_23_09_13_50,653,14.4,47,-95,0.14,16.47,0.30,4.92,0.77113,3
2021_23_09_13_52,653,14.4,47,-95,0.14,15.96,0.28,4.52,0.77053,3
2021_23_09_13_54,666,14.5,46,-96,0.14,15.97,0.26,4.12,0.77230,3
2021_23_09_13_57,666,14.5,46,-96,0.14,15.96,0.23,3.61,0.76639,3
2021_23_09_13_59,666,14.5,46,-96,0.14,15.96,0.21,3.38,0.75791,2
2021_23_09_14_02,628,14.5,44,-96,0.14,15.97,0.21,3.39,0.76126,2
2021_23_09_14_04,574,14.6,43,-96,0.14,15.96,0.21,3.40,0.75744,2
2021_23_09_14_06,574,14.6,43,-96,0.14,15.97,0.21,3.40,0.75752,2
2021_23_09_14_09,561,14.6,42,-96,0.14,15.97,0.22,3.50,0.75860,2
2021_23_09_14_11,561,14.6,42,-96,0.14,15.97,0.23,3.69,0.75708,2
2021_23_09_14_13,562,14.7,41,-97,0.14,15.97,0.25,4.04,0.75420,2
2021_23_09_14_16,562,14.7,41,-97,0.14,16.47,0.27,4.45,0.76036,2
2021_23_09_14_18,558,14.7,40,-97,0.14,16.47,0.29,4.78,0.75871,2
2021_23_09_14_53,449,15.1,31,-100,0.14,16.47,0.54,8.88,0.77878,3
2021_23_09_14_56,449,15.1,31,-100,0.14,16.47,0.52,8.56,0.76770,3
2021_23_09_14_58,449,15.1,31,-100,0.14,16.47,0.56,9.19,0.76111,2
2021_23_09_15_00,381,15.2,30,-100,0.14,16.47,0.62,10.15,0.75865,2
2021_23_09_15_07,310,15.3,28,-101,0.14,16.47,0.72,11.78,0.76423,2
2021_23_09_15_12,248,15.5,27,-101,0.14,16.47,0.69,11.43,0.78702,3
2021_23_09_15_15,190,15.8,26,-102,0.14,16.47,0.58,9.60,0.77998,3
2021_23_09_15_17,190,15.8,26,-102,0.14,16.47,0.53,8.71,0.77314,3
2021_23_09_15_19,163,16,25,-103,0.14,16.47,0.50,8.19,0.76661,3
2021_23_09_15_22,163,16,25,-103,0.14,16.47,0.51,8.38,0.75958,2
2021_23_09_15_24,150,16.2,24,-104,0.14,16.47,0.56,9.17,0.75707,2
2021_23_09_15_27,150,16.2,24,-104,0.14,16.47,0.64,10.46,0.75559,2
2021_23_09_15_29,207,16.5,22,-104,0.14,16.47,0.71,11.63,0.76005,2
2021_23_09_15_31,207,16.5,22,-104,0.14,16.97,0.73,12.42,0.75902,2
2021_23_09_15_34,281,16.7,21,-105,0.14,16.97,0.80,13.51,0.76187,2
2021_23_09_15_36,281,16.7,21,-105,0.14,16.97,0.78,13.27,0.76709,3
2021_23_09_15_38,240,16.9,20,-106,0.14,16.97,0.77,13.10,0.76249,2
2021_23_09_15_41,240,16.9,20,-106,0.14,16.97,0.79,13.47,0.76022,2
2021_23_09_15_43,167,17.1,19,-108,0.14,16.47,0.84,13.85,0.75656,2
2021_23_09_15_46,167,17.1,19,-108,0.14,16.47,0.87,14.38,0.75778,2
2021_23_09_15_48,193,17.4,18,-109,0.14,16.97,0.86,14.61,0.75475,2
2021_23_09_15_50,193,17.4,18,-109,0.14,16.47,0.89,14.67,0.75799,2
2021_23_09_15_53,249,17.6,16,-110,0.14,16.47,0.83,13.69,0.76452,2
2021_23_09_15_55,249,17.6,16,-110,0.14,16.47,0.74,12.14,0.76926,3
2021_23_09_15_57,249,17.6,16,-110,0.14,16.47,0.65,10.72,0.76997,3
2021_23_09_16_00,274,17.8,15,-112,0.14,16.47,0.59,9.68,0.77285,3
2021_23_09_16_02,274,17.8,15,-112,0.14,16.47,0.56,9.14,0.76967,3
2021_23_09_16_05,291,18,14,-114,0.14,16.47,0.55,9.01,0.76848,3
2021_23_09_16_07,291,18,14,-114,0.14,16.47,0.54,8.88,0.76936,3
2021_23_09_16_09,362,18.2,13,-117,0.14,16.47,0.54,8.83,0.76507,3
2021_23_09_16_12,362,18.2,13,-117,0.14,16.47,0.55,8.99,0.76281,2
2021_24_09_06_04,0,13.5,162,-70,0.14,13.96,0.03,0.47,0.68550,0
2021_24_09_06_07,0,13.5,162,-70,0.14,13.47,0.04,0.59,0.68803,0
2021_24_09_06_09,0,13.5,161,-71,0.14,13.96,0.05,0.70,0.70221,1
2021_24_09_06_11,0,13.5,161,-71,0.14,14.46,0.05,0.71,0.72415,1
2021_24_09_06_19,0,13.5,158,-74,0.14,14.97,0.08,1.12,0.72457,1
2021_24_09_06_21,0,13.5,158,-74,0.14,14.97,0.08,1.20,0.72714,1
2021_24_09_06_23,0,13.5,157,-75,0.14,14.97,0.08,1.20,0.73571,1
2021_24_09_06_26,0,13.5,157,-75,0.14,14.97,0.08,1.17,0.72587,1
2021_24_09_06_28,0,13.5,156,-76,0.14,14.97,0.07,1.11,0.74980,2
2021_24_09_06_30,0,13.5,156,-76,0.14,14.97,0.07,0.97,0.68277,0
2021_24_09_06_33,0,13.5,155,-76,0.14,14.97,0.09,1.41,0.73297,1
2021_24_09_06_38,0,13.5,153,-77,0.14,15.46,0.10,1.52,0.73661,1
2021_24_09_06_42,0,13.5,153,-77,0.14,14.97,0.09,1.39,0.73979,1
2021_24_09_06_45,0,13.5,152,-78,0.14,14.97,0.09,1.38,0.71893,1
2021_24_09_06_49,0,13.4,151,-78,0.14,15.46,0.11,1.69,0.73539,1
2021_24_09_06_52,0,13.4,151,-78,0.14,15.46,0.12,1.84,0.73302,1
2021_24_09_06_54,0,13.4,150,-79,0.14,15.46,0.13,2.01,0.74239,1
2021_24_09_06_57,0,13.4,150,-79,0.14,15.46,0.14,2.10,0.74361,1
2021_24_09_06_59,0,13.4,150,-79,0.14,15.46,0.13,1.93,0.74646,2
2021_24_09_07_01,0,13.4,148,-79,0.14,15.46,0.11,1.76,0.75520,2
2021_24_09_07_04,0,13.4,147,-80,0.14,14.97,0.09,1.32,0.73930,1
2021_24_09_07_06,0,13.4,147,-80,0.14,14.97,0.08,1.12,0.72616,1
2021_24_09_07_08,0,13.4,146,-80,0.14,14.97,0.08,1.20,0.72152,1
2021_24_09_07_11,0,13.4,146,-80,0.14,14.97,0.09,1.38,0.72670,1
2021_24_09_07_13,0,13.4,145,-81,0.14,15.46,0.10,1.53,0.73214,1
2021_24_09_07_16,0,13.4,145,-81,0.14,15.46,0.12,1.82,0.72958,1
2021_24_09_07_18,0,13.4,144,-81,0.14,15.46,0.14,2.10,0.74026,1
2021_24_09_07_20,0,13.4,144,-81,0.14,15.97,0.14,2.24,0.74990,2
2021_24_09_07_23,0,13.4,142,-82,0.14,15.46,0.15,2.24,0.74209,1
2021_24_09_07_25,0,13.4,142,-82,0.14,15.97,0.15,2.46,0.74509,2
2021_24_09_07_27,0,13.4,142,-82,0.14,15.97,0.16,2.62,0.74798,2
2021_24_09_07_32,0,13.4,141,-82,0.14,15.46,0.15,2.27,0.76629,3
2021_24_09_07_35,0,13.4,140,-82,0.14,15.46,0.13,2.04,0.75461,2
2021_24_09_07_37,0,13.4,140,-82,0.14,15.46,0.12,1.87,0.74180,1
2021_24_09_07_39,0,13.4,139,-83,0.14,15.97,0.14,2.16,0.73512,1
2021_24_09_07_44,0,13.4,137,-83,0.14,15.97,0.21,3.34,0.75099,2
2021_24_09_07_47,0,13.4,137,-83,0.14,15.97,0.23,3.59,0.75682,2
2021_24_09_07_49,0,13.4,136,-83,0.14,15.97,0.24,3.77,0.75534,2
2021_24_09_07_51,0,13.4,136,-83,0.14,15.97,0.25,4.04,0.75734,2
2021_24_09_07_54,0,13.4,135,-84,0.14,16.47,0.26,4.33,0.75969,2
2021_24_09_07_56,0,13.4,135,-84,0.14,15.97,0.29,4.55,0.76277,2
2021_24_09_08_01,0,13.4,134,-84,0.14,15.97,0.26,4.18,0.76635,3
2021_24_09_08_03,0,13.4,132,-84,0.14,15.97,0.25,3.96,0.76294,2
2021_24_09_08_06,0,13.4,132,-84,0.14,15.97,0.24,3.90,0.76280,2
2021_24_09_08_08,0,13.4,131,-84,0.14,15.97,0.23,3.72,0.76468,2
2021_24_09_08_10,0,13.4,131,-84,0.14,15.97,0.21,3.42,0.75626,2
2021_24_09_08_13,0,13.4,130,-85,0.14,15.97,0.23,3.61,0.75220,2
2021_24_09_08_15,0,13.4,130,-85,0.14,16.47,0.23,3.79,0.75412,2
2021_24_09_08_17,0,13.4,130,-85,0.14,15.97,0.24,3.83,0.75931,2
2021_24_09_08_20,0,13.3,129,-85,0.14,15.97,0.24,3.82,0.75905,2
2021_24_09_08_22,0,13.3,129,-85,0.14,16.47,0.23,3.82,0.75950,2
2021_24_09_08_25,0,13.3,128,-85,0.14,15.97,0.25,3.96,0.75971,2
2021_24_09_08_27,0,13.3,128,-85,0.14,16.47,0.25,4.15,0.75709,2
2021_24_09_08_29,0,13.3,126,-85,0.14,16.47,0.27,4.41,0.75959,2
2021_24_09_08_32,0,13.3,126,-85,0.14,16.47,0.29,4.76,0.75808,2
2021_24_09_08_34,0,13.3,125,-85,0.14,16.47,0.32,5.27,0.75981,2
2021_24_09_08_36,0,13.3,125,-85,0.14,16.47,0.36,5.96,0.75621,2
2021_24_09_08_39,0,13.2,124,-86,0.14,16.47,0.42,6.97,0.75815,2
2021_24_09_08_41,0,13.2,124,-86,0.14,16.47,0.47,7.72,0.76405,2
2021_24_09_08_44,0,13.2,123,-86,0.14,16.47,0.51,8.37,0.76364,2
2021_24_09_08_46,0,13.2,123,-86,0.14,16.97,0.54,9.11,0.76531,3
2021_24_09_08_48,0,13.2,121,-86,0.14,16.97,0.60,10.11,0.76052,2
2021_24_09_08_51,0,13.2,121,-86,0.14,16.97,0.67,11.42,0.76253,2
2021_24_09_08_53,0,13.1,120,-86,0.14,16.97,0.72,12.18,0.76439,2
2021_24_09_08_55,0,13.1,120,-86,0.14,16.97,0.77,12.98,0.76314,2
2021_24_09_08_58,0,13.1,120,-86,0.14,16.97,0.77,13.13,0.77104,3
2021_24_09_09_00,0,13.1,119,-86,0.14,16.97,0.73,12.32,0.77166,3
2021_24_09_09_05,0,13.1,118,-87,0.14,16.47,0.72,11.89,0.76087,2
2021_24_09_09_07,0,13.1,118,-87,0.14,16.47,0.75,12.30,0.75961,2
2021_24_09_09_10,0,13,116,-87,0.14,16.97,0.83,14.07,0.74752,2
2021_24_09_09_12,0,13,116,-87,0.14,16.97,1.10,18.70,0.73866,1
2021_24_09_09_22,0,12.9,114,-87,0.14,16.47,1.47,24.26,0.74321,1
2021_24_09_09_26,0,12.8,113,-87,0.14,16.47,1.83,30.07,0.73846,1
2021_24_09_09_29,0,12.8,111,-87,0.14,16.47,2.20,36.15,0.73180,1
2021_24_09_09_33,0,12.7,110,-88,0.14,15.97,2.07,33.11,0.77798,3
2021_24_09_09_36,0,12.7,110,-88,0.14,15.97,2.11,33.73,0.81008,3
2021_24_09_09_41,0,12.7,109,-88,0.14,15.97,1.52,24.24,0.69973,0
2021_24_09_09_48,0,12.5,106,-88,0.14,15.97,1.57,25.01,0.70776,1
2021_24_09_09_50,0,12.5,106,-88,0.14,15.97,1.56,24.85,0.69484,0
2021_24_09_09_52,0,12.5,106,-88,0.14,15.97,1.51,24.03,0.72163,1
2021_24_09_09_55,0,12.5,105,-88,0.14,15.96,1.54,24.55,0.73108,1
2021_24_09_10_02,0,12.4,104,-88,0.14,15.46,1.56,24.15,0.72442,1
2021_24_09_10_09,0,12.3,101,-89,0.14,15.97,1.39,22.20,0.77338,3
2021_24_09_10_11,0,12.3,101,-89,0.14,15.97,1.24,19.83,0.74905,2
2021_24_09_10_23,0,12.2,98,-89,0.14,15.46,1.35,20.86,0.75075,2
2021_24_09_10_26,0,12.2,98,-89,0.14,15.96,1.86,29.64,0.76341,2
2021_24_09_10_28,0,12.2,97,-89,0.14,15.97,1.52,24.23,0.71439,1
2021_24_09_10_42,0,12.1,94,-89,0.14,14.97,1.98,29.66,0.64649,0
2021_24_09_10_45,0,12.1,93,-90,0.14,15.46,1.76,27.19,0.72786,1
2021_24_09_10_54,0,12.1,90,-90,0.14,13.96,4.82,67.29,0.62543,0
2021_24_09_11_01,3,12.1,89,-90,0.14,13.47,4.82,64.87,0.60835,0
2021_24_09_11_06,6,12.1,88,-90,0.14,13.47,4.92,66.22,0.60718,0
2021_24_09_11_16,15,12.4,85,-90,0.14,12.97,5.09,66.06,0.58819,0
2021_24_09_11_35,38,13,80,-91,0.14,12.97,5.25,68.13,0.60949,0
2021_24_09_11_37,38,13,80,-91,0.14,12.97,5.32,69.01,0.61128,0
2021_24_09_11_49,59,13.5,77,-91,0.14,12.97,5.20,67.50,0.57681,0
2021_24_09_12_08,89,14.1,72,-92,0.14,13.47,4.22,56.87,0.65823,0
2021_24_09_12_10,89,14.1,72,-92,0.14,13.47,4.39,59.13,0.65821,0
2021_24_09_12_13,98,14.3,70,-92,0.14,13.47,4.12,55.52,0.64431,0
2021_24_09_12_22,106,14.5,69,-92,0.14,12.97,4.85,62.90,0.59540,0
2021_24_09_12_25,113,14.7,68,-92,0.14,12.97,4.81,62.35,0.62122,0
2021_24_09_12_27,113,14.7,68,-92,0.14,13.47,4.22,56.82,0.60177,0
2021_24_09_12_29,122,14.8,67,-93,0.14,12.97,4.55,58.99,0.61115,0
2021_24_09_12_32,122,14.8,67,-93,0.14,13.47,4.15,55.83,0.62847,0
2021_24_09_12_34,131,15,65,-93,0.14,13.46,4.28,57.62,0.61549,0
2021_24_09_12_36,131,15,65,-93,0.14,13.47,4.41,59.34,0.60584,0
2021_24_09_12_39,139,15.2,64,-93,0.14,13.47,4.83,64.99,0.60773,0
2021_24_09_12_44,147,15.4,63,-93,0.14,13.47,4.48,60.36,0.61349,0
2021_24_09_12_48,155,15.6,62,-93,0.14,13.47,4.04,54.38,0.64147,0
2021_24_09_12_58,163,15.7,61,-94,0.14,13.96,4.01,55.91,0.63912,0
2021_24_09_13_00,172,15.9,59,-94,0.14,13.96,4.05,56.58,0.63053,0
2021_24_09_13_03,181,16.2,58,-94,0.14,13.96,4.20,58.60,0.63623,0
2021_24_09_13_05,181,16.2,58,-94,0.14,14.47,1.68,24.25,0.71620,1
2021_24_09_13_07,181,16.2,58,-94,0.14,13.96,4.45,62.14,0.62936,0
2021_24_09_13_12,189,16.4,57,-94,0.14,13.96,4.25,59.34,0.62516,0
2021_24_09_13_22,207,16.9,54,-94,0.14,14.46,1.26,18.28,0.74800,2
2021_24_09_13_24,216,17.1,53,-95,0.14,14.97,1.15,17.23,0.73246,1
2021_24_09_13_31,224,17.4,52,-95,0.14,15.46,1.33,20.58,0.72349,1
2021_24_09_13_50,258,18.3,47,-96,0.14,14.47,4.13,59.70,0.69010,0
2021_24_09_13_52,258,18.3,47,-96,0.14,14.47,4.00,57.88,0.64000,0
2021_24_09_14_02,275,18.8,44,-96,0.14,13.96,4.05,56.47,0.65477,0
2021_24_09_14_04,285,19,43,-97,0.14,13.96,3.69,51.57,0.65633,0
2021_24_09_14_07,285,19,43,-97,0.14,13.96,3.75,52.29,0.64155,0
2021_24_09_14_11,293,19.3,42,-97,0.14,13.97,3.88,54.16,0.65224,0
2021_24_09_14_23,318,20,38,-98,0.14,13.96,3.63,50.69,0.64621,0
2021_24_09_14_26,318,20,38,-98,0.14,14.47,3.25,47.04,0.68440,0
2021_24_09_14_28,325,20.2,37,-98,0.14,13.97,3.65,51.03,0.65512,0
2021_24_09_14_30,325,20.2,37,-98,0.14,13.97,3.84,53.70,0.65898,0
2021_24_09_14_33,332,20.4,36,-99,0.14,14.47,3.48,50.33,0.65637,0
2021_24_09_14_40,340,20.7,35,-99,0.14,14.47,3.36,48.66,0.65991,0
2021_24_09_14_45,349,20.9,33,-100,0.14,14.47,3.19,46.09,0.67231,0
2021_24_09_14_57,362,21.4,31,-101,0.14,14.47,2.90,42.02,0.67941,0
2021_24_09_14_59,362,21.4,31,-101,0.14,14.47,2.95,42.72,0.67415,0
2021_24_09_15_01,368,21.6,30,-101,0.14,14.47,0.50,7.16,0.73793,1
2021_24_09_15_04,374,21.7,28,-102,0.14,14.97,3.06,45.82,0.68458,0
2021_24_09_15_06,374,21.7,28,-102,0.14,14.97,2.90,43.44,0.68435,0
2021_24_09_15_08,383,21.8,27,-102,0.14,14.97,2.78,41.60,0.67908,0
2021_24_09_15_13,391,21.9,26,-103,0.14,14.47,2.90,41.93,0.67731,0
2021_24_09_15_16,391,21.9,26,-103,0.14,14.46,2.93,42.34,0.67611,0
2021_24_09_15_18,396,22,25,-104,0.14,14.47,2.76,39.98,0.68802,0
2021_24_09_15_20,396,22,25,-104,0.14,14.97,2.56,38.34,0.68678,0
2021_24_09_15_25,401,22,24,-105,0.14,14.96,2.32,34.69,0.70202,1
2021_24_09_15_30,408,22.1,22,-105,0.14,17.97,1.07,19.17,0.38151,0
2021_24_09_15_44,426,22.3,19,-109,0.14,15.97,0.37,5.96,0.73061,1
2021_24_09_15_46,426,22.3,19,-109,0.14,15.45,0.37,5.72,0.73623,1
2021_24_09_15_49,432,22.4,18,-110,0.14,15.46,0.37,5.64,0.73697,1
2021_24_09_15_51,432,22.4,18,-110,0.14,15.45,0.35,5.39,0.73567,1
2021_24_09_15_54,438,22.5,17,-112,0.14,15.45,0.35,5.36,0.73323,1
2021_24_09_15_56,438,22.5,17,-112,0.14,15.46,0.35,5.33,0.73394,1
2021_24_09_15_58,438,22.5,17,-112,0.14,15.45,0.35,5.44,0.73499,1
2021_24_09_16_01,442,22.6,15,-114,0.14,15.46,0.35,5.46,0.73825,1
2021_24_09_16_03,446,22.6,14,-116,0.14,15.46,0.35,5.46,0.73935,1
2021_24_09_16_05,446,22.6,14,-116,0.14,15.46,0.35,5.43,0.73665,1
2021_24_09_16_08,452,22.6,13,-118,0.14,15.46,0.35,5.35,0.73747,1
2021_24_09_16_10,452,22.6,13,-118,0.14,15.46,0.34,5.23,0.73610,1
2021_24_09_16_13,458,22.7,12,-121,0.14,15.46,0.32,4.98,0.77199,3
2021_24_09_16_15,458,22.7,12,-121,0.14,14.97,0.19,2.77,0.74631,2
2021_24_09_16_17,458,22.7,12,-121,0.14,15.46,0.28,4.38,0.74117,1
2021_24_09_16_20,461,22.7,11,-125,0.14,15.46,0.28,4.25,0.73737,1
2021_24_09_16_22,461,22.7,11,-125,0.14,15.46,0.26,4.05,0.73754,1
2021_24_09_16_27,463,22.7,10,-129,0.14,15.45,0.25,3.89,0.73250,1
2021_24_09_16_32,468,22.7,9,-134,0.14,14.46,0.13,1.84,0.73158,1
2021_24_09_16_34,474,22.8,8,-140,0.14,14.97,0.12,1.83,0.72635,1
2021_24_09_16_36,474,22.8,8,-140,0.14,14.97,0.13,1.87,0.68808,0
2021_24_09_16_39,477,22.8,8,-148,0.14,15.46,0.24,3.63,0.73314,1
2021_24_09_16_43,477,22.8,7,-156,0.14,15.46,0.22,3.43,0.74808,2
2021_24_09_16_48,481,22.9,7,-166,0.14,14.47,0.11,1.52,0.72215,1
2021_24_09_16_51,481,22.9,7,-166,0.14,14.97,0.10,1.47,0.72216,1
2021_24_09_16_53,484,22.9,6,-177,0.14,14.47,0.10,1.40,0.72383,1
2021_24_09_16_55,484,22.9,6,-177,0.14,14.47,0.09,1.36,0.72211,1
2021_24_09_16_58,484,22.9,6,-177,0.14,14.47,0.09,1.35,0.72817,1
2021_24_09_17_00,487,22.9,6,172,0.14,14.47,0.09,1.32,0.72648,1
2021_24_09_17_02,487,22.9,6,172,0.14,14.47,0.09,1.29,0.71795,1
2021_24_09_17_05,489,22.8,7,161,0.14,14.47,0.09,1.30,0.71769,1
2021_24_09_17_07,489,22.8,7,161,0.14,14.47,0.09,1.36,0.72613,1
2021_24_09_17_10,489,22.8,7,152,0.14,14.97,0.09,1.41,0.72163,1
2021_24_09_17_21,490,22.6,9,137,0.14,14.97,0.12,1.72,0.73124,1
2021_24_09_17_24,493,22.5,10,131,0.14,14.97,0.12,1.77,0.72631,1
2021_24_09_17_26,493,22.5,10,131,0.14,14.97,0.12,1.81,0.73302,1
2021_24_09_17_29,493,22.5,11,127,0.14,14.97,0.13,2.01,0.72673,1
2021_24_09_17_31,493,22.5,11,127,0.14,14.97,0.13,1.98,0.74551,2
2021_24_09_17_33,492,22.4,12,123,0.14,14.97,0.12,1.86,0.73827,1
2021_24_09_17_36,492,22.4,12,123,0.14,14.97,0.11,1.69,0.74051,1
2021_24_09_17_38,493,22.3,13,120,0.14,14.97,0.09,1.35,0.73751,1
2021_24_09_17_40,493,22.3,13,120,0.14,14.47,0.08,1.11,0.73196,1
2021_24_09_17_45,494,22.2,14,117,0.14,13.97,0.05,0.66,0.69528,0
2021_24_09_17_48,493,22.1,15,115,0.14,13.96,0.03,0.43,0.69953,0
2021_24_09_17_50,493,22.1,15,115,0.14,12.48,0.03,0.31,0.68152,0
2021_25_09_06_04,0,13.3,162,-71,0.14,14.46,0.05,0.71,0.70803,1
2021_25_09_06_07,0,13.3,162,-71,0.14,14.46,0.06,0.85,0.70428,1
2021_25_09_06_09,0,13.3,161,-73,0.14,15.46,0.07,1.02,0.71680,1
2021_25_09_06_14,0,13.2,159,-74,0.14,14.97,0.08,1.23,0.73233,1
2021_25_09_06_16,0,13.2,159,-74,0.14,14.97,0.09,1.35,0.72788,1
2021_25_09_06_19,0,13.2,158,-75,0.14,15.46,0.10,1.53,0.73352,1
